::1 - - [15/Jun/2022:00:38:31 +0000] "GET /api/v1/users/628a44119eaf6f8bd9cce847 HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [15/Jun/2022:03:37:35 +0000] "GET //web/wp-includes/wlwmanifest.xml HTTP/1.0" 404 171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::1 - - [15/Jun/2022:03:37:35 +0000] "GET //wordpress/wp-includes/wlwmanifest.xml HTTP/1.0" 404 177 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:127.0.0.1 - - [15/Jun/2022:03:37:35 +0000] "GET //wp/wp-includes/wlwmanifest.xml HTTP/1.0" 404 170 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::1 - - [15/Jun/2022:03:37:36 +0000] "GET //2020/wp-includes/wlwmanifest.xml HTTP/1.0" 404 172 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:127.0.0.1 - - [15/Jun/2022:03:37:36 +0000] "GET //2019/wp-includes/wlwmanifest.xml HTTP/1.0" 404 172 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::1 - - [15/Jun/2022:03:37:36 +0000] "GET //2021/wp-includes/wlwmanifest.xml HTTP/1.0" 404 172 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:127.0.0.1 - - [15/Jun/2022:03:37:37 +0000] "GET //shop/wp-includes/wlwmanifest.xml HTTP/1.0" 404 172 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::1 - - [15/Jun/2022:03:37:37 +0000] "GET //wp1/wp-includes/wlwmanifest.xml HTTP/1.0" 404 171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:127.0.0.1 - - [15/Jun/2022:03:37:37 +0000] "GET //test/wp-includes/wlwmanifest.xml HTTP/1.0" 404 172 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::1 - - [15/Jun/2022:03:37:38 +0000] "GET //site/wp-includes/wlwmanifest.xml HTTP/1.0" 404 172 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:127.0.0.1 - - [15/Jun/2022:03:37:38 +0000] "GET //cms/wp-includes/wlwmanifest.xml HTTP/1.0" 404 171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::1 - - [15/Jun/2022:04:14:08 +0000] "GET /api/v1/users/62a7eacd182f7ca23c90cfcc HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [15/Jun/2022:04:14:08 +0000] "GET /api/v1/odkos HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [15/Jun/2022:04:14:08 +0000] "GET /api/v1/technos HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [15/Jun/2022:04:14:08 +0000] "GET /api/v1/tops HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [15/Jun/2022:04:14:08 +0000] "GET /api/v1/bolors HTTP/1.0" 200 19139 "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [15/Jun/2022:04:14:08 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 200 19072 "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [15/Jun/2022:04:14:08 +0000] "GET /api/v1/binances HTTP/1.0" 200 19696 "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [15/Jun/2022:04:14:08 +0000] "GET /api/v1/binances HTTP/1.0" 200 19696 "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [15/Jun/2022:04:14:08 +0000] "GET /api/v1/coins HTTP/1.0" 200 12866 "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [15/Jun/2022:04:14:08 +0000] "GET /api/v1/baykas HTTP/1.0" 200 28804 "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [15/Jun/2022:04:14:09 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 200 19072 "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [15/Jun/2022:04:14:09 +0000] "GET /api/v1/bolors HTTP/1.0" 200 19139 "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [15/Jun/2022:04:14:09 +0000] "GET /api/v1/bataas HTTP/1.0" 200 17214 "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [15/Jun/2022:04:14:09 +0000] "GET /api/v1/deegiis HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [15/Jun/2022:04:14:09 +0000] "GET /api/v1/odkos HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [15/Jun/2022:04:14:09 +0000] "GET /api/v1/works?select=createdAt&sort=-createdAt&limit=1 HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [15/Jun/2022:04:14:09 +0000] "GET /api/v1/headerBanners?limit=10 HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [15/Jun/2022:04:14:09 +0000] "GET /api/v1/works?limit=100 HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [15/Jun/2022:04:14:09 +0000] "GET /api/v1/magazines?limit=50 HTTP/1.0" 200 194113 "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [15/Jun/2022:04:50:21 +0000] "GET /ReportServer HTTP/1.0" 404 151 "-" "Mozilla/5.0 zgrab/0.x"
::1 - - [15/Jun/2022:04:51:29 +0000] "GET /login HTTP/1.0" 404 144 "-" "Mozilla/5.0 zgrab/0.x"
::ffff:127.0.0.1 - - [15/Jun/2022:05:19:12 +0000] "GET /api/v1/webworks?limit=10 HTTP/1.0" 200 792 "http://www.ihelp.mn/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:101.0) Gecko/20100101 Firefox/101.0"
::1 - - [15/Jun/2022:05:19:12 +0000] "GET /upload/webwork__627e1aa7c36872e4d55f0cbf.jpg HTTP/1.0" 404 183 "http://www.ihelp.mn/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:101.0) Gecko/20100101 Firefox/101.0"
::ffff:127.0.0.1 - - [15/Jun/2022:05:19:24 +0000] "GET /api/v1/webworks?limit=10 HTTP/1.0" 200 792 "http://www.ihelp.mn/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:101.0) Gecko/20100101 Firefox/101.0"
::1 - - [15/Jun/2022:05:19:24 +0000] "GET /upload/webwork__627e1aa7c36872e4d55f0cbf.jpg HTTP/1.0" 404 183 "http://www.ihelp.mn/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:101.0) Gecko/20100101 Firefox/101.0"
::ffff:127.0.0.1 - - [15/Jun/2022:05:23:31 +0000] "GET /api/v1/users/undefined HTTP/1.0" 500 250 "-" "Career%20developer/1.0.6 CFNetwork/1331.0.7 Darwin/21.4.0"
::1 - - [15/Jun/2022:05:23:31 +0000] "GET /api/v1/technos HTTP/1.0" 200 16321 "-" "Career%20developer/1.0.6 CFNetwork/1331.0.7 Darwin/21.4.0"
::1 - - [15/Jun/2022:05:23:31 +0000] "GET /api/v1/bolors HTTP/1.0" 200 19139 "-" "Career%20developer/1.0.6 CFNetwork/1331.0.7 Darwin/21.4.0"
::1 - - [15/Jun/2022:05:23:31 +0000] "GET /api/v1/odkos HTTP/1.0" 200 10198 "-" "Career%20developer/1.0.6 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [15/Jun/2022:05:23:31 +0000] "GET /api/v1/tops HTTP/1.0" 200 4811 "-" "Career%20developer/1.0.6 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [15/Jun/2022:05:23:31 +0000] "GET /api/v1/binances HTTP/1.0" 200 19696 "-" "Career%20developer/1.0.6 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [15/Jun/2022:05:23:32 +0000] "GET /api/v1/coins HTTP/1.0" 200 12866 "-" "Career%20developer/1.0.6 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [15/Jun/2022:05:23:32 +0000] "GET /api/v1/binances HTTP/1.0" 200 19696 "-" "Career%20developer/1.0.6 CFNetwork/1331.0.7 Darwin/21.4.0"
::1 - - [15/Jun/2022:05:23:32 +0000] "GET /api/v1/baykas HTTP/1.0" 200 28804 "-" "Career%20developer/1.0.6 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [15/Jun/2022:05:23:32 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 200 19072 "-" "Career%20developer/1.0.6 CFNetwork/1331.0.7 Darwin/21.4.0"
::1 - - [15/Jun/2022:05:23:32 +0000] "GET /api/v1/bolors HTTP/1.0" 200 19139 "-" "Career%20developer/1.0.6 CFNetwork/1331.0.7 Darwin/21.4.0"
::1 - - [15/Jun/2022:05:23:32 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 200 19072 "-" "Career%20developer/1.0.6 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [15/Jun/2022:05:23:32 +0000] "GET /api/v1/bataas HTTP/1.0" 200 17214 "-" "Career%20developer/1.0.6 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [15/Jun/2022:05:23:32 +0000] "GET /api/v1/deegiis HTTP/1.0" 200 15902 "-" "Career%20developer/1.0.6 CFNetwork/1331.0.7 Darwin/21.4.0"
::1 - - [15/Jun/2022:05:23:32 +0000] "GET /api/v1/odkos HTTP/1.0" 200 10198 "-" "Career%20developer/1.0.6 CFNetwork/1331.0.7 Darwin/21.4.0"
::1 - - [15/Jun/2022:05:23:32 +0000] "GET /api/v1/works?select=createdAt&sort=-createdAt&limit=1 HTTP/1.0" 200 237 "-" "Career%20developer/1.0.6 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [15/Jun/2022:05:23:32 +0000] "GET /api/v1/headerBanners?limit=10 HTTP/1.0" 304 - "-" "Career%20developer/1.0.6 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [15/Jun/2022:05:23:32 +0000] "GET /api/v1/works?limit=100 HTTP/1.0" 200 12003 "-" "Career%20developer/1.0.6 CFNetwork/1331.0.7 Darwin/21.4.0"
::1 - - [15/Jun/2022:05:23:33 +0000] "GET /api/v1/magazines?limit=50 HTTP/1.0" 200 194113 "-" "Career%20developer/1.0.6 CFNetwork/1331.0.7 Darwin/21.4.0"
::1 - - [15/Jun/2022:05:25:11 +0000] "GET /api/v1/articles?limit=3&sort=-createdAt HTTP/1.0" 200 26379 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
::1 - - [15/Jun/2022:05:35:39 +0000] "POST /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 190 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
::ffff:127.0.0.1 - - [15/Jun/2022:06:11:09 +0000] "GET /api/v1/webworks?limit=1000 HTTP/1.0" 200 794 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
::1 - - [15/Jun/2022:06:11:09 +0000] "GET /upload/webwork__627e1aa7c36872e4d55f0cbf.jpg HTTP/1.0" 404 183 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [15/Jun/2022:06:22:26 +0000] "GET /actuator/health HTTP/1.0" 404 154 "-" "Mozilla/5.0 zgrab/0.x"
::1 - - [15/Jun/2022:06:27:43 +0000] "GET /api/v1/webworks?limit=1000 HTTP/1.0" 304 - "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [15/Jun/2022:06:27:43 +0000] "GET /upload/webwork__627e1aa7c36872e4d55f0cbf.jpg HTTP/1.0" 404 183 "http://localhost:3005/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
::1 - - [15/Jun/2022:06:29:53 +0000] "GET /api/v1/users/623bf0182b111e4e4f5b8d07 HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1325.0.1 Darwin/21.1.0"
::ffff:127.0.0.1 - - [15/Jun/2022:06:29:54 +0000] "GET /api/v1/technos HTTP/1.0" 200 16321 "-" "Career%20developer/1.0.9 CFNetwork/1325.0.1 Darwin/21.1.0"
::1 - - [15/Jun/2022:06:29:54 +0000] "GET /api/v1/tops HTTP/1.0" 200 4811 "-" "Career%20developer/1.0.9 CFNetwork/1325.0.1 Darwin/21.1.0"
::ffff:127.0.0.1 - - [15/Jun/2022:06:29:54 +0000] "GET /api/v1/binances HTTP/1.0" 200 19696 "-" "Career%20developer/1.0.9 CFNetwork/1325.0.1 Darwin/21.1.0"
::1 - - [15/Jun/2022:06:29:54 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 200 19072 "-" "Career%20developer/1.0.9 CFNetwork/1325.0.1 Darwin/21.1.0"
::ffff:127.0.0.1 - - [15/Jun/2022:06:29:54 +0000] "GET /api/v1/odkos HTTP/1.0" 200 10198 "-" "Career%20developer/1.0.9 CFNetwork/1325.0.1 Darwin/21.1.0"
::1 - - [15/Jun/2022:06:29:54 +0000] "GET /api/v1/coins HTTP/1.0" 200 12866 "-" "Career%20developer/1.0.9 CFNetwork/1325.0.1 Darwin/21.1.0"
::ffff:127.0.0.1 - - [15/Jun/2022:06:29:54 +0000] "GET /api/v1/bolors HTTP/1.0" 200 19139 "-" "Career%20developer/1.0.9 CFNetwork/1325.0.1 Darwin/21.1.0"
::1 - - [15/Jun/2022:06:29:54 +0000] "GET /api/v1/binances HTTP/1.0" 200 19696 "-" "Career%20developer/1.0.9 CFNetwork/1325.0.1 Darwin/21.1.0"
::ffff:127.0.0.1 - - [15/Jun/2022:06:29:54 +0000] "GET /api/v1/baykas HTTP/1.0" 200 28804 "-" "Career%20developer/1.0.9 CFNetwork/1325.0.1 Darwin/21.1.0"
::1 - - [15/Jun/2022:06:29:54 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 200 19072 "-" "Career%20developer/1.0.9 CFNetwork/1325.0.1 Darwin/21.1.0"
::1 - - [15/Jun/2022:06:29:54 +0000] "GET /api/v1/bataas HTTP/1.0" 200 17214 "-" "Career%20developer/1.0.9 CFNetwork/1325.0.1 Darwin/21.1.0"
::ffff:127.0.0.1 - - [15/Jun/2022:06:29:54 +0000] "GET /api/v1/bolors HTTP/1.0" 200 19139 "-" "Career%20developer/1.0.9 CFNetwork/1325.0.1 Darwin/21.1.0"
::ffff:127.0.0.1 - - [15/Jun/2022:06:29:55 +0000] "GET /api/v1/deegiis HTTP/1.0" 200 15902 "-" "Career%20developer/1.0.9 CFNetwork/1325.0.1 Darwin/21.1.0"
::1 - - [15/Jun/2022:06:29:55 +0000] "GET /api/v1/odkos HTTP/1.0" 200 10198 "-" "Career%20developer/1.0.9 CFNetwork/1325.0.1 Darwin/21.1.0"
::ffff:127.0.0.1 - - [15/Jun/2022:06:29:55 +0000] "GET /api/v1/works?limit=100 HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1325.0.1 Darwin/21.1.0"
::1 - - [15/Jun/2022:06:29:55 +0000] "GET /api/v1/headerBanners?limit=10 HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1325.0.1 Darwin/21.1.0"
::ffff:127.0.0.1 - - [15/Jun/2022:06:29:55 +0000] "GET /api/v1/works?select=createdAt&sort=-createdAt&limit=1 HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1325.0.1 Darwin/21.1.0"
::1 - - [15/Jun/2022:06:29:55 +0000] "GET /api/v1/magazines?limit=50 HTTP/1.0" 200 194113 "-" "Career%20developer/1.0.9 CFNetwork/1325.0.1 Darwin/21.1.0"
::1 - - [15/Jun/2022:07:11:15 +0000] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 189 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
::ffff:127.0.0.1 - - [15/Jun/2022:08:22:05 +0000] "GET /api/v1/webworks?limit=10 HTTP/1.0" 200 792 "http://www.ihelp.mn/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/19A346 [FBAN/FBIOS;FBDV/iPhone12,3;FBMD/iPhone;FBSN/iOS;FBSV/15.0;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5]"
::1 - - [15/Jun/2022:08:22:05 +0000] "GET /upload/webwork__627e1aa7c36872e4d55f0cbf.jpg HTTP/1.0" 404 183 "http://www.ihelp.mn/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/19A346 [FBAN/FBIOS;FBDV/iPhone12,3;FBMD/iPhone;FBSN/iOS;FBSV/15.0;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5]"
::ffff:127.0.0.1 - - [15/Jun/2022:08:24:58 +0000] "GET /.aws/credentials HTTP/1.0" 404 155 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:127.0.0.1 - - [15/Jun/2022:09:05:32 +0000] "GET /fonts/glyphicons-halflings-regular.woff2 HTTP/1.0" 404 179 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
::1 - - [15/Jun/2022:09:05:32 +0000] "GET /fonts/glyphicons-halflings-regular.ttf HTTP/1.0" 404 177 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
::ffff:127.0.0.1 - - [15/Jun/2022:09:05:35 +0000] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.0" 404 178 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
::ffff:127.0.0.1 - - [15/Jun/2022:09:16:20 +0000] "GET /favicon.ico HTTP/1.0" 404 150 "http://novelistgroup.com/favicon.ico" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
::ffff:127.0.0.1 - - [15/Jun/2022:09:37:00 +0000] "GET /api/v1/users/undefined HTTP/1.0" 500 250 "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [15/Jun/2022:09:37:00 +0000] "GET /api/v1/technos HTTP/1.0" 200 16321 "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [15/Jun/2022:09:37:00 +0000] "GET /api/v1/tops HTTP/1.0" 200 4811 "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [15/Jun/2022:09:37:00 +0000] "GET /api/v1/odkos HTTP/1.0" 200 10198 "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [15/Jun/2022:09:37:00 +0000] "GET /api/v1/bolors HTTP/1.0" 200 19139 "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [15/Jun/2022:09:37:00 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 200 19072 "-" "Career%20developer/1.0.9 CFNetwork/1333.0.4 Darwin/21.5.0"
