::1 - - [02/Sep/2022:00:54:11 +0000] "GET /api/v1/articles?limit=3&-createdAt HTTP/1.0" 200 116 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"
::1 - - [02/Sep/2022:01:49:33 +0000] "GET /api/v1/coins HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:01:49:34 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:01:49:34 +0000] "GET /api/v1/baykas HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:01:49:34 +0000] "GET /api/v1/technos HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:01:49:34 +0000] "GET /api/v1/bolors HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:01:49:34 +0000] "GET /api/v1/bataas HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:01:49:34 +0000] "GET /api/v1/deegiis HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:01:49:34 +0000] "GET /api/v1/odkos HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:01:49:34 +0000] "GET /api/v1/works?select=createdAt&sort=-createdAt&limit=1 HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:01:49:34 +0000] "GET /api/v1/works?limit=100 HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:01:49:34 +0000] "GET /api/v1/headerBanners?limit=10 HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:01:49:34 +0000] "GET /upload/undefined HTTP/1.0" 404 155 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:01:49:34 +0000] "GET /api/v1/bolors HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:01:49:35 +0000] "GET /api/v1/users/630e32efc4659423f29d6818 HTTP/1.0" 400 126 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:01:49:39 +0000] "GET /upload/undefined HTTP/1.0" 404 155 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:01:50:12 +0000] "GET /upload/undefined HTTP/1.0" 404 155 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:01:50:12 +0000] "GET /upload/undefined HTTP/1.0" 404 155 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:01:50:13 +0000] "GET /upload/undefined HTTP/1.0" 404 155 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:01:50:15 +0000] "GET /upload/undefined HTTP/1.0" 404 155 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:01:50:30 +0000] "GET /upload/undefined HTTP/1.0" 404 155 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:01:50:30 +0000] "GET /upload/undefined HTTP/1.0" 404 155 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:01:00 +0000] "GET /api/v1/users/630e32efc4659423f29d6818 HTTP/1.0" 400 126 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:01:00 +0000] "GET /api/v1/odkos HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:01:00 +0000] "GET /api/v1/tops HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:01:00 +0000] "GET /api/v1/binances HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:01:00 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:01:00 +0000] "GET /api/v1/bolors HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:01:00 +0000] "GET /api/v1/technos HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:01:00 +0000] "GET /api/v1/coins HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:01:00 +0000] "GET /api/v1/binances HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:01:00 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:01:00 +0000] "GET /api/v1/bolors HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:01:00 +0000] "GET /api/v1/baykas HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:01:00 +0000] "GET /api/v1/bataas HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:01:00 +0000] "GET /api/v1/odkos HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:01:00 +0000] "GET /upload/undefined HTTP/1.0" 404 155 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:01:01 +0000] "GET /api/v1/works?select=createdAt&sort=-createdAt&limit=1 HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:01:01 +0000] "GET /api/v1/deegiis HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:01:01 +0000] "GET /api/v1/headerBanners?limit=10 HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:01:01 +0000] "GET /api/v1/works?limit=100 HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:02:10 +0000] "GET /api/v1/users/630e32efc4659423f29d6818 HTTP/1.0" 400 126 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:02:10 +0000] "GET /api/v1/odkos HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:02:10 +0000] "GET /api/v1/tops HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:02:10 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:02:10 +0000] "GET /api/v1/binances HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:02:10 +0000] "GET /api/v1/bolors HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:02:10 +0000] "GET /api/v1/coins HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:02:10 +0000] "GET /api/v1/binances HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:02:10 +0000] "GET /api/v1/technos HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:02:10 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:02:10 +0000] "GET /api/v1/bolors HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:02:10 +0000] "GET /api/v1/baykas HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:02:10 +0000] "GET /api/v1/deegiis HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:02:10 +0000] "GET /api/v1/odkos HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:02:10 +0000] "GET /api/v1/bataas HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:02:10 +0000] "GET /api/v1/works?select=createdAt&sort=-createdAt&limit=1 HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:02:10 +0000] "GET /upload/undefined HTTP/1.0" 404 155 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:02:10 +0000] "GET /api/v1/headerBanners?limit=10 HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:02:10 +0000] "GET /api/v1/works?limit=100 HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:03:07 +0000] "GET /api/v1/users/630e32efc4659423f29d6818 HTTP/1.0" 400 126 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:03:07 +0000] "GET /api/v1/odkos HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:03:07 +0000] "GET /api/v1/tops HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:03:07 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:03:07 +0000] "GET /api/v1/binances HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:03:07 +0000] "GET /api/v1/technos HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:03:07 +0000] "GET /api/v1/coins HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:03:07 +0000] "GET /api/v1/binances HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:03:07 +0000] "GET /api/v1/bolors HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:03:07 +0000] "GET /api/v1/baykas HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:03:07 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:03:07 +0000] "GET /api/v1/bolors HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:03:07 +0000] "GET /api/v1/bataas HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:03:08 +0000] "GET /api/v1/deegiis HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:03:08 +0000] "GET /api/v1/odkos HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:03:08 +0000] "GET /upload/undefined HTTP/1.0" 404 155 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:03:08 +0000] "GET /api/v1/works?select=createdAt&sort=-createdAt&limit=1 HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:03:08 +0000] "GET /api/v1/headerBanners?limit=10 HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:03:08 +0000] "GET /api/v1/works?limit=100 HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:03:28 +0000] "GET /api/v1/users/630e32efc4659423f29d6818 HTTP/1.0" 400 126 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:11:25 +0000] "GET /api/v1/users/630e32efc4659423f29d6818 HTTP/1.0" 400 126 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:11:25 +0000] "GET /upload/undefined HTTP/1.0" 404 155 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:13:20 +0000] "GET /api/v1/users/630e32efc4659423f29d6818 HTTP/1.0" 400 126 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:13:20 +0000] "GET /api/v1/odkos HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:13:20 +0000] "GET /api/v1/tops HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:13:20 +0000] "GET /api/v1/bolors HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:13:20 +0000] "GET /api/v1/binances HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:13:20 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:13:20 +0000] "GET /api/v1/coins HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:13:20 +0000] "GET /api/v1/binances HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:13:20 +0000] "GET /api/v1/technos HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:13:20 +0000] "GET /api/v1/bolors HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:13:20 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:13:20 +0000] "GET /api/v1/baykas HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:13:20 +0000] "GET /api/v1/deegiis HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:13:20 +0000] "GET /api/v1/odkos HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:13:21 +0000] "GET /api/v1/bataas HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:13:21 +0000] "GET /api/v1/headerBanners?limit=10 HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:13:21 +0000] "GET /api/v1/works?select=createdAt&sort=-createdAt&limit=1 HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:13:21 +0000] "GET /api/v1/works?limit=100 HTTP/1.0" 304 - "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:13:21 +0000] "GET /api/v1/magazines?limit=50 HTTP/1.0" 200 194113 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:18:02 +0000] "GET /upload/magazineFace2.png HTTP/1.0" 404 163 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:18:02 +0000] "GET /upload/magazineFace.png HTTP/1.0" 404 162 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:19:02 +0000] "GET /api/v1/users/630e32efc4659423f29d6818 HTTP/1.0" 400 126 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:19:07 +0000] "GET /api/v1/users/630e32efc4659423f29d6818 HTTP/1.0" 400 126 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:19:07 +0000] "GET /upload/magazineFace2.png HTTP/1.0" 404 163 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [02/Sep/2022:02:19:07 +0000] "GET /upload/magazineFace.png HTTP/1.0" 404 162 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [02/Sep/2022:02:19:10 +0000] "GET /api/v1/users/630e32efc4659423f29d6818 HTTP/1.0" 400 126 "-" "Expo/2.25.3.1015682 CFNetwork/1335.0.3 Darwin/21.6.0"
